timestamp,V1,V2,V3,amount,class
datetime,float,float,float,float,int
T,
2017-8-26 3:10:48,-1.359807134,-0.072781173,2.536346738,149.62,0
2017-8-26 3:10:48,1.191857111,0.266150712,0.166480113,2.69,0
2017-8-26 3:11:50,-1.358354062,-1.340163075,1.773209343,378.66,0
2017-8-26 3:11:50,-0.966271712,-0.185226008,1.79299334,123.5,0
2017-8-26 3:12:52,-1.158233093,0.877736755,1.548717847,69.99,0
2017-8-26 3:12:52,-0.425965884,0.960523045,1.141109342,3.67,0
2017-8-26 3:14:56,1.229657635,0.141003507,0.045370774,4.99,0
2017-8-26 3:18:02,-0.644269442,1.417963545,1.074380376,40.8,0
2017-8-26 3:18:02,-0.894286082,0.286157196,-0.113192213,93.2,0
2017-8-26 3:20:06,-0.338261752,1.119593376,1.044366552,3.68,0
2017-8-26 3:21:08,1.449043781,-1.176338825,0.913859833,7.8,0
2017-8-26 3:21:08,0.384978215,0.616109459,-0.874299703,9.99,0
2017-8-26 3:21:08,1.249998742,-1.221636809,0.383930151,121.5,0
2017-8-26 3:22:10,1.069373588,0.287722129,0.828612727,27.5,0
2017-8-26 3:23:12,-2.791854766,-0.327770757,1.641750161,58.8,0
2017-8-26 3:23:12,-0.752417043,0.345485415,2.057322913,15.99,0
2017-8-26 3:23:12,1.103215435,-0.040296215,1.267332089,12.99,0
2017-8-26 3:24:14,-0.436905071,0.918966213,0.924590774,0.89,0
2017-8-26 3:25:16,-5.401257663,-5.450147834,1.186304631,46.8,0
2017-8-26 3:26:18,1.492935977,-1.029345732,0.454794734,5,0
2017-8-26 3:27:20,0.694884776,-1.361819103,1.02922104,231.71,0
2017-8-26 3:28:22,0.96249607,0.328461026,-0.171479054,34.09,0
2017-8-26 3:29:24,1.166616382,0.502120088,-0.067300314,2.28,0
2017-8-26 3:29:24,0.247491128,0.277665627,1.185470842,22.75,0
2017-8-26 3:33:32,-1.946525131,-0.044900505,-0.405570068,0.89,0
2017-8-26 3:33:32,-2.074294672,-0.121481799,1.32202063,26.43,0
2017-8-26 3:34:34,1.17328461,0.353497877,0.283905065,41.88,0
2017-8-26 3:34:34,1.322707269,-0.174040833,0.434555031,16,0
2017-8-26 3:34:34,-0.41428881,0.905437323,1.727452944,33,0
2017-8-26 3:34:34,1.059387115,-0.175319187,1.266129643,12.99,0
2017-8-26 3:35:36,1.23742903,0.061042584,0.38052588,17.28,0
2017-8-26 3:36:38,1.114008595,0.08554609,0.493702487,4.45,0
2017-8-26 3:37:40,-0.529912284,0.873891581,1.347247329,6.14,0
2017-8-26 3:37:40,-0.529912284,0.873891581,1.347247329,6.14,0
2017-8-26 3:37:40,-0.535387763,0.865267808,1.351076288,1.77,0
2017-8-26 3:37:40,-0.535387763,0.865267808,1.351076288,1.77,0
2017-8-26 3:38:42,-0.246045949,0.473266903,1.695737554,30.49,0
2017-8-26 3:38:42,-1.452187279,1.765123739,0.611668541,1.8,0
2017-8-26 3:40:46,0.996369532,-0.122588787,0.546819473,20.53,0
2017-8-26 3:40:46,1.110880342,0.168716771,0.51714396,6.54,0
2017-8-26 3:43:52,1.24905472,-0.624727077,-0.710588904,29.89,0
2017-8-26 3:43:52,-2.008871795,2.198526503,0.14424174,2.35,0
2017-8-26 3:44:54,-0.607877143,1.031345078,1.740449737,14.8,0
2017-8-26 3:44:54,-0.935731509,0.170415774,2.746261269,9.1,0
2017-8-26 3:45:56,-0.762255666,0.127767752,2.650056386,15.99,0
2017-8-26 3:45:56,1.138315566,0.05695597,0.649418965,21.34,0
2017-8-26 3:45:56,-0.291540245,0.445575314,1.249752116,18.95,0
2017-8-26 3:45:56,0.201685891,0.497483215,1.373912574,9.99,0
2017-8-26 3:46:58,1.386396974,-0.794209465,0.778224191,30.9,0
2017-8-26 3:46:58,-1.063235679,1.418190626,1.086672863,20.22,0
2017-8-26 3:46:58,1.199355934,0.129953155,0.863584971,0.99,0
2017-8-26 3:48:00,-1.004929339,-0.985977681,-0.038038829,1402.95,0
2017-8-26 3:48:00,-1.169422458,1.15831387,1.406799536,7.99,0
2017-8-26 3:48:00,1.095524606,-0.116085346,1.397911915,2.09,0
2017-8-26 3:49:02,1.295667621,0.341483451,0.081505199,0.99,0
2017-8-26 3:50:04,0.158331782,0.872687435,0.965524582,21.76,0
2017-8-26 3:51:06,-0.554064565,0.215728298,0.844264629,120.96,0
2017-8-26 3:51:06,-1.330881575,0.267540227,-0.168469574,13.84,0
2017-8-26 3:52:08,1.110692004,0.081941901,0.406063037,13.84,0
2017-8-26 3:53:10,1.154312117,0.265462317,0.384870524,2.67,0
2017-8-26 3:53:10,0.986063326,-0.202964587,-0.492768147,169.05,0
2017-8-26 3:53:10,1.138759336,-1.192952827,1.407130836,96.94,0
2017-8-26 3:53:10,1.145524387,0.575067968,0.19400846,34.13,0
2017-8-26 3:54:12,-0.249361328,0.399227373,0.068009334,32.51,0
2017-8-26 3:54:12,-0.522666281,1.009923002,0.276469595,243.66,0
2017-8-26 3:56:16,-0.899992449,0.136254782,1.88366471,21.55,0
2017-8-26 3:56:16,-0.714764019,0.514968589,1.821675627,59.9,0
2017-8-26 3:56:16,-0.948896383,0.24841362,2.956914245,0.75,0
2017-8-26 3:56:16,0.927060249,-0.323683972,0.387584831,45.71,0
2017-8-26 3:58:20,-1.923213204,-0.870482324,2.320169629,35,0
2017-8-26 3:58:20,1.006588583,-0.071105357,0.34761371,67.97,0
2017-8-26 3:58:20,-0.378244635,0.732925473,-0.120154211,11.45,0
2017-8-26 3:59:22,1.197838599,0.236827618,0.509605002,3.63,0
2017-8-26 4:00:24,-0.580628965,0.482683933,1.33312308,21.66,0
2017-8-26 4:00:24,-1.793406244,1.854603991,0.979513977,26.72,0
2017-8-26 4:01:26,1.098608346,0.202423564,0.525455972,13.18,0
2017-8-26 4:01:26,-0.549626145,0.418949154,1.729833252,59.99,0
2017-8-26 4:01:26,0.92154368,-0.067083754,0.077461028,135.51,0
2017-8-26 4:02:28,-0.57152075,1.071600449,1.28011025,9.79,0
2017-8-26 4:02:28,-0.671708548,0.594502594,0.216415944,14.8,0
2017-8-26 4:03:30,1.259873136,0.254239576,0.514788628,1.98,0
2017-8-26 4:04:32,1.147368927,0.059034645,0.263632341,6.67,0
2017-8-26 4:04:32,-3.005236722,2.600138202,1.483690737,1.46,0
2017-8-26 4:05:34,-1.198967674,-1.474100471,1.840325987,89.17,0
2017-8-26 4:06:36,1.202398328,0.321711387,0.281210894,7.53,0
2017-8-26 4:07:38,-4.575092608,-4.429183775,3.402585004,200.01,0
2017-8-26 4:07:38,-0.77345,0.853112494,0.818253542,0.76,0
2017-8-26 4:08:40,-0.847998366,1.04345933,1.267368892,20.22,0
2017-8-26 4:08:40,0.086996191,-0.051988742,-0.497882442,10.84,0
2017-8-26 4:11:46,-0.773292609,-4.14600725,-0.932037567,1142.02,0
2017-8-26 4:11:46,0.921024019,-0.162446861,-0.094331367,149.9,0
2017-8-26 4:12:48,1.069141385,0.043785925,0.309867291,89.4,0
2017-8-26 4:12:48,1.107029377,0.216441,0.53837815,26.72,0
2017-8-26 4:14:52,-1.035105818,0.996013128,2.192470136,5.99,0
2017-8-26 4:16:56,1.212510891,-0.099054296,-1.192094095,34.7,0
2017-8-26 4:16:56,-0.658304934,0.406790567,2.037460639,54.99,0
2017-8-26 4:16:56,0.959601659,0.370711305,0.88861337,7.55,0
2017-8-26 4:20:02,-0.653444627,0.160225077,1.592255555,19.85,0
2017-8-26 4:20:02,-1.494667841,0.8372414,2.628210618,28.28,0
2017-8-26 4:21:04,1.232996465,0.189453734,0.491040321,15.99,0
2017-8-26 4:21:04,1.156939065,0.037215117,0.556799036,2.69,0
2017-8-26 4:21:04,-0.770196383,0.483572416,1.901071779,22.36,0
2017-8-26 4:22:06,0.29850317,2.142721516,-1.542142972,0.78,0
2017-8-26 4:22:06,-0.60802693,0.306693601,1.47300415,168.56,0
2017-8-26 4:22:06,-1.766644699,2.352984306,-0.00995516,0.76,0
